

Trajectories
100
,,Carre:Ante_braco1,,,Carre:Ante_braco2,,,Carre:braco2,,,Carre:caneta1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
4914,0,12.5531,-125.351,258.656,85.841,11.5369,125.764,-29.3162,123.736,93.6374,-115.309,214.672,203.08
4915,0,12.5589,-125.326,258.652,85.7404,11.6164,125.787,-29.332,123.911,93.6232,-115.301,214.888,203.101
4916,0,12.577,-125.312,258.679,85.6805,11.71,125.788,-29.3354,124.08,93.629,-115.277,215.078,203.133
4917,0,12.5332,-125.296,258.648,85.5955,11.7938,125.814,-29.3656,124.275,93.631,-115.259,215.184,203.173
4918,0,12.5038,-125.253,258.629,85.5402,11.8523,125.817,-29.3818,124.462,93.6374,-115.209,215.443,203.148
4919,0,12.502,-125.203,258.593,85.4961,11.9297,125.82,-29.3884,124.653,93.633,-115.227,215.699,203.157
4920,0,12.5648,-125.172,258.619,85.4668,12.0159,125.839,-29.421,124.85,93.6422,-115.299,215.928,203.152
4921,0,12.6138,-125.126,258.625,85.4367,12.1199,125.845,-29.4712,125.006,93.6345,-115.371,216.184,203.125
4922,0,12.5989,-125.049,258.595,85.3733,12.2167,125.838,-29.6296,125.325,93.7001,-115.456,216.314,203.15
4923,0,12.5931,-124.99,258.58,85.3448,12.2953,125.855,-29.4836,125.37,93.6236,-115.396,216.499,203.128
4924,0,12.6084,-124.934,258.573,85.29,12.4154,125.854,-29.539,125.546,93.6212,-115.327,216.587,203.144
4925,0,12.5801,-124.878,258.57,85.2754,12.5,125.862,-29.5752,125.721,93.6288,-115.218,216.84,203.084
4926,0,12.5537,-124.797,258.504,85.2428,12.5982,125.857,-29.5262,125.937,93.6433,-115.187,217.029,203.087
4927,0,12.5631,-124.749,258.506,85.2501,12.6955,125.837,-29.7401,126.202,93.7196,-115.092,217.269,203.067
4928,0,12.5363,-124.663,258.406,85.2396,12.7976,125.874,-29.5679,126.29,93.6231,-115.135,217.364,203.158
4929,0,12.5708,-124.594,258.397,85.2193,12.9361,125.862,-29.5788,126.494,93.6252,-115.106,217.552,203.149
4930,0,12.5273,-124.513,258.358,85.176,12.9888,125.879,-29.6028,126.679,93.6335,-115.03,217.781,203.142
4931,0,12.5636,-124.477,258.345,85.121,13.1199,125.862,-29.6958,126.785,93.5982,-114.995,217.858,203.182
4932,0,12.4648,-124.373,258.289,85.0476,13.2232,125.877,-29.7092,126.941,93.5874,-114.92,218.11,203.208
4933,0,12.5146,-124.318,258.32,85.0195,13.3569,125.865,-29.7427,127.104,93.5728,-114.933,218.274,203.245
4934,0,12.4658,-124.22,258.247,84.9922,13.4515,125.855,-29.7537,127.251,93.5589,-114.97,218.428,203.235
4935,0,12.4219,-124.169,258.236,84.9684,13.6213,125.868,-29.7575,127.413,93.5618,-115.051,218.631,203.233
4936,0,12.4377,-124.124,258.261,84.965,13.6884,125.917,-29.8272,127.543,93.5207,-115.129,218.816,203.238
4937,0,12.4235,-124.054,258.236,84.9377,13.7927,125.923,-29.8362,127.648,93.5203,-115.229,219.049,203.23
4938,0,12.3863,-123.995,258.234,84.8679,13.8866,125.918,-29.8618,127.761,93.5089,-115.283,219.255,203.233
4939,0,12.3058,-123.931,258.182,84.7752,13.9931,125.898,-29.8299,127.906,93.4879,-115.286,219.37,203.264
4940,0,12.2718,-123.889,258.167,84.7079,14.0882,125.89,-29.8468,128.088,93.4832,-115.192,219.599,203.222
4941,0,12.2534,-123.871,258.188,84.624,14.1802,125.872,-29.8594,128.265,93.4953,-115.135,219.749,203.247
4942,0,12.2439,-123.8,258.146,84.4859,14.2308,125.863,-29.8696,128.407,93.4873,-115.141,220.015,203.194
4943,0,12.2178,-123.784,258.14,84.405,14.3411,125.864,-29.8711,128.6,93.4728,-115.121,220.268,203.14
4944,0,12.2047,-123.716,258.112,84.3083,14.4519,125.873,-29.9192,128.796,93.4584,-115.018,220.59,203.106
4945,0,12.2307,-123.686,258.191,84.2303,14.56,125.902,-29.9449,128.974,93.4464,-114.938,220.97,203.073
4946,0,12.2284,-123.645,258.162,84.193,14.6522,125.903,-29.9827,129.127,93.4564,-114.938,221.216,203.06
4947,0,12.5673,-123.443,258.03,84.1716,14.7273,125.925,-29.9572,129.303,93.4654,-114.895,221.513,202.998
4948,0,12.2374,-123.512,258.092,84.1444,14.7881,125.937,-29.976,129.46,93.476,-114.799,221.687,202.993
4949,0,12.2226,-123.428,258.066,84.07,14.8566,125.925,-30.0282,129.601,93.4771,-114.683,221.763,203.071
4950,0,12.2008,-123.42,258.122,83.9924,14.9398,125.899,-29.981,129.849,93.4851,-114.584,221.958,203.043
4951,0,12.1598,-123.303,258.049,83.8996,14.9809,125.911,-29.9901,130.022,93.4879,-114.505,222.16,203.044
4952,0,12.1845,-123.234,258.059,83.8696,15.1222,125.913,-29.9929,130.229,93.508,-114.528,222.436,203.018
4953,0,12.1324,-123.19,258.024,83.8113,15.2679,125.845,-30.0118,130.457,93.5196,-114.606,222.734,203
4954,0,12.0903,-123.127,258.034,83.765,15.3762,125.86,-30.0387,130.655,93.5289,-114.63,223.028,203.014
4955,0,12.0638,-123.086,258.017,83.7203,15.4349,125.872,-30.0828,130.845,93.5285,-114.641,223.283,202.98
4956,0,12.0368,-123.063,257.985,83.6817,15.5474,125.849,-30.0968,131.078,93.5353,-114.607,223.597,202.95
4957,0,11.9884,-122.999,257.949,83.656,15.6219,125.834,-30.1296,131.278,93.5353,-114.518,223.784,202.986
4958,0,11.9421,-122.901,257.935,83.1851,15.8182,125.608,-30.1268,131.485,93.5293,-114.506,224.053,202.998
4959,0,11.9299,-122.861,257.931,83.2007,15.9366,125.677,-30.1477,131.648,93.5074,-114.452,224.342,203.003
4960,0,11.9358,-122.793,257.896,83.5068,15.8719,125.909,-30.1476,131.827,93.5198,-114.52,224.554,203.026
4961,0,11.8669,-122.723,257.905,83.4596,15.9848,125.927,-30.1945,132.001,93.5147,-114.575,224.803,203.033
4962,0,11.8817,-122.69,257.914,83.4518,16.0633,125.949,-30.2225,132.151,93.4883,-114.549,224.997,203.012
4963,0,11.8722,-122.644,257.901,83.3882,16.1267,125.998,-30.2564,132.349,93.4831,-114.483,225.287,202.946
4964,0,11.8771,-122.601,257.913,83.4443,16.505,125.977,-30.2976,132.53,93.4987,-114.47,225.525,202.933
4965,0,11.842,-122.5,257.844,83.2995,16.6861,125.954,-30.2969,132.695,93.4883,-114.478,225.752,202.898
4966,0,11.8731,-122.47,257.874,83.1482,16.8318,125.933,-30.2785,132.905,93.4547,-114.545,225.976,202.907
4967,0,11.8603,-122.447,257.84,83.0784,16.9376,125.956,-30.3011,133.072,93.4789,-114.502,226.168,202.894
4968,0,11.8422,-122.388,257.817,82.9424,17.0919,125.946,-30.3665,133.264,93.4757,-114.44,226.362,202.909
4969,0,11.8576,-122.347,257.84,82.8654,17.2083,125.977,-30.3681,133.486,93.49,-114.44,226.609,202.94
4970,0,11.8278,-122.304,257.812,82.6031,17.4719,125.921,-30.4382,133.701,93.4937,-114.421,226.916,202.949
4971,0,11.8169,-122.275,257.792,82.4676,17.6285,125.883,-30.4451,133.905,93.5351,-114.445,227.264,202.938
4972,0,11.7383,-122.232,257.77,82.3247,17.7851,125.861,-30.5083,134.11,93.5467,-114.528,227.645,202.965
4973,0,11.7763,-122.197,257.769,82.1747,17.9448,125.851,-30.5621,134.282,93.558,-114.513,227.851,202.963
4974,0,11.8096,-122.174,257.768,82.0332,18.1453,125.845,-30.6535,134.439,93.5973,-114.467,228.156,202.983
4975,0,11.799,-122.12,257.782,81.8474,17.9938,125.833,-30.8853,134.638,93.4598,-114.249,228.672,203.114
4976,0,11.8117,-122.161,257.839,81.695,18.155,125.814,-30.9344,134.812,93.4908,-114.323,228.636,203.041
4977,0,11.7518,-122.054,257.744,81.5739,18.2589,125.788,-30.9844,135.03,93.4912,-114.292,228.888,203.014
4978,0,11.7934,-122.077,257.811,81.506,18.364,125.806,-31.0766,135.231,93.4529,-114.263,229.076,203.033
4979,0,11.7569,-122.022,257.758,81.3835,18.4235,125.797,-31.1919,135.387,93.4142,-114.182,229.34,203.01
4980,0,11.7958,-121.974,257.766,81.3514,18.5179,125.821,-31.2723,135.553,93.3616,-114.155,229.555,203.009
4981,0,11.7989,-121.955,257.755,81.3125,18.6487,125.805,-31.3374,135.774,93.3539,-114.074,229.956,202.915
4982,0,11.7992,-121.863,257.747,81.2836,18.7308,125.832,-31.3177,135.973,93.3806,-114.054,230.177,202.938
4983,0,11.7774,-121.868,257.77,81.1899,18.8165,125.804,-31.3863,136.129,93.3967,-114.026,230.445,202.923
4984,0,11.7432,-121.817,257.735,81.1878,18.8767,125.815,-31.4423,136.27,93.3275,-114.054,230.484,203.016
4985,0,11.7592,-121.758,257.708,81.1662,18.9557,125.835,-31.5539,136.355,93.2788,-113.954,230.593,203.053
4986,0,11.7107,-121.756,257.723,81.1185,19.0189,125.84,-31.6745,136.504,93.2224,-113.907,230.834,203.025
4987,0,11.7515,-121.709,257.741,81.0733,19.1005,125.824,-30.8244,137.016,93.5006,-113.912,231.036,203.012
4988,0,11.7592,-121.659,257.734,81.073,19.1587,125.848,-30.8646,137.144,93.482,-113.957,231.264,202.979
4989,0,11.7325,-121.619,257.714,81.0407,19.2332,125.853,-30.8477,137.323,93.4659,-113.941,231.458,202.974
4990,0,11.7249,-121.587,257.74,80.9843,19.2935,125.865,-30.831,137.517,93.4712,-113.851,231.706,202.9
4991,0,11.7414,-121.554,257.721,81.4646,19.0654,126.097,-30.8503,137.636,93.4843,-113.836,231.876,202.907
4992,0,11.6955,-121.498,257.726,81.4241,19.1878,126.103,-30.8854,137.786,93.4678,-113.877,232.047,202.944
4993,0,11.6989,-121.472,257.718,81.355,19.2771,126.102,-30.9119,137.938,93.4655,-113.82,232.183,202.928
4994,0,11.6784,-121.414,257.683,81.3553,19.4523,126.097,-31.1932,138.066,93.3831,-113.745,232.39,202.927
4995,0,11.6746,-121.335,257.659,81.262,19.5336,126.103,-31.2036,138.262,93.4062,-113.778,232.557,202.958
4996,0,11.6644,-121.275,257.647,81.2307,19.6445,126.086,-31.2381,138.403,93.3791,-113.786,232.759,202.933
4997,0,11.6111,-121.254,257.598,80.6844,20.0513,125.9,-31.2671,138.629,93.4103,-113.736,233.058,202.919
4998,0,11.5437,-121.22,257.571,81.0427,19.8547,126.046,-31.3219,138.833,93.3678,-113.727,233.324,202.934
4999,0,11.5405,-121.158,257.553,80.5294,20.2885,125.881,-31.406,139.032,93.3866,-113.695,233.647,202.925
5000,0,11.5503,-121.092,257.554,80.5139,20.3923,125.905,-31.4962,139.235,93.3295,-113.684,233.996,202.916
5001,0,11.4992,-121.023,257.508,80.4388,20.5699,125.918,-31.5867,139.517,93.3454,-113.66,234.328,202.827
5002,0,11.4615,-120.969,257.49,80.3956,20.7036,125.953,-31.6956,139.69,93.3022,-113.638,234.6,202.841
5003,0,11.4835,-120.886,257.477,80.291,20.8473,125.947,-31.8099,139.859,93.2844,-113.67,234.741,202.919
5004,0,11.4248,-120.811,257.444,80.171,21.0182,125.958,-31.8618,140.096,93.3027,-113.667,234.985,202.89
5005,0,11.3814,-120.729,257.413,79.9843,21.1061,125.916,-31.4387,140.419,93.5397,-113.697,235.229,202.871
5006,0,11.3781,-120.657,257.425,79.848,21.2457,125.898,-31.3762,140.716,93.5363,-113.702,235.49,202.859
5007,0,11.35,-120.582,257.408,79.7577,21.3458,125.923,-31.4195,140.945,93.555,-113.677,235.786,202.838
5008,0,11.3008,-120.547,257.415,79.617,21.5021,125.917,-31.8661,141.039,93.3518,-113.614,236.128,202.787
5009,0,11.2839,-120.472,257.394,79.5175,21.6314,125.932,-31.5016,141.382,93.5038,-113.537,236.402,202.759
5010,0,11.2643,-120.403,257.355,79.4095,21.8052,125.938,-31.768,141.571,93.3594,-113.498,236.67,202.722
5011,0,11.266,-120.337,257.345,79.312,21.9245,125.926,-31.5941,141.846,93.4865,-113.408,236.981,202.731
5012,0,11.2359,-120.261,257.326,79.2236,22.0675,125.951,-31.6555,142.046,93.5101,-113.388,237.195,202.776
5013,0,11.1735,-120.224,257.317,79.1918,22.1365,125.965,-31.7226,142.228,93.4988,-113.402,237.435,202.813
5014,0,11.1726,-120.185,257.303,79.1393,22.2779,125.967,-31.9625,142.463,93.332,-113.4,237.704,202.812
5015,0,11.1264,-120.123,257.279,79.0641,22.379,125.977,-32.0316,142.66,93.3119,-113.402,237.926,202.842
5016,0,11.08,-120.04,257.229,79.015,22.4733,125.987,-32.0671,142.884,93.3073,-113.36,238.24,202.819
5017,0,11.073,-120.016,257.229,78.9347,22.5501,125.983,-32.0699,143.126,93.2773,-113.374,238.591,202.811
5018,0,11.0748,-120.006,257.217,78.8961,22.6461,125.996,-32.2716,143.152,93.0787,-113.407,238.808,202.788
5019,0,11.0902,-119.937,257.203,78.7956,22.7224,126.002,-31.9647,143.392,93.4366,-113.437,239.014,202.824
5020,0,11.1538,-119.943,257.198,78.814,22.8191,126.023,-31.9641,143.635,93.4584,-113.402,239.292,202.783
5021,0,11.1373,-119.887,257.19,78.7747,22.8671,126.073,-31.9962,143.84,93.4687,-113.355,239.566,202.766
5022,0,11.133,-119.816,257.144,78.7403,22.9177,126.111,-32.0351,144.048,93.4504,-113.339,239.794,202.784
5023,0,11.126,-119.729,257.111,78.6961,23.0126,126.114,-31.99,144.259,93.4866,-113.294,240.044,202.812
5024,0,11.1015,-119.718,257.053,78.6386,23.0415,126.105,-32.1833,144.544,93.2744,-113.19,240.243,202.808
5025,0,11.1092,-119.718,257.062,78.6005,23.1271,126.082,-32.2179,144.731,93.2327,-113.051,240.455,202.811
5026,0,11.0894,-119.626,256.967,78.5423,23.2304,126.084,-32.1981,144.973,93.2603,-112.985,240.748,202.784
5027,0,11.0664,-119.601,256.914,78.4161,23.3918,126.067,-32.0892,145.06,93.4877,-112.953,240.926,202.823
5028,0,11.0513,-119.526,256.875,78.3514,23.4551,126.06,-32.2646,145.343,93.2701,-112.977,241.089,202.823
5029,0,11.152,-119.571,256.855,78.266,23.5361,126.061,-32.2769,145.561,93.3207,-113.001,241.436,202.837
5030,0,11.2276,-119.462,256.806,78.1638,23.6208,126.068,-32.3512,145.739,93.3166,-113.049,241.602,202.868
5031,0,11.1295,-119.455,256.766,78.1122,23.7048,126.092,-32.3617,145.901,93.3269,-113.066,241.81,202.886
5032,0,11.1739,-119.402,256.709,78.0755,23.7879,126.081,-32.3847,146.07,93.3019,-113.072,241.962,202.898
5033,0,11.1598,-119.38,256.703,78.0145,23.857,126.093,-32.4276,146.272,93.2921,-112.924,242.082,202.911
5034,0,11.2011,-119.335,256.684,77.944,23.935,126.103,-32.4456,146.454,93.2513,-112.861,242.211,202.931
5035,0,11.5675,-119.102,256.496,77.9017,24.0586,126.111,-32.5168,146.587,93.2416,-112.908,242.395,202.931
5036,0,11.6061,-119.073,256.458,78.0365,24.3365,126.149,-32.5707,146.794,93.2332,-112.907,242.576,202.976
5037,0,11.2537,-119.218,256.552,77.9805,24.4391,126.176,-32.652,146.924,93.2174,-112.894,242.872,202.941
5038,0,11.6165,-118.994,256.418,77.7504,24.3543,126.197,-32.9054,147.258,93.2369,-112.918,243.13,202.957
5039,0,11.3197,-119.167,256.509,77.6752,24.4258,126.184,-32.969,147.394,93.1763,-112.899,243.368,202.991
5040,0,11.2688,-119.172,256.486,77.6206,24.5073,126.19,-32.8339,147.432,93.1323,-112.879,243.617,202.972
5041,0,11.2801,-119.128,256.431,77.57,24.6079,126.159,-32.8267,147.627,93.1524,-112.83,243.884,202.963
5042,0,11.3242,-119.068,256.386,77.5097,24.6959,126.17,-32.8467,147.825,93.1555,-112.807,244.013,202.999
5043,0,11.2978,-119.092,256.324,77.4552,24.8227,126.176,-32.6606,147.803,93.4951,-112.795,244.134,203.028
5044,0,11.2884,-119.074,256.292,77.4127,24.8808,126.179,-32.6726,148.026,93.4886,-112.788,244.28,203.092
5045,0,11.2525,-119.07,256.219,77.3694,24.9865,126.204,-32.6766,148.213,93.493,-112.78,244.436,203.107
5046,0,11.2829,-118.993,256.166,77.3724,25.1334,126.209,-32.7039,148.411,93.522,-112.763,244.653,203.103
5047,0,11.2744,-118.985,256.128,77.3576,25.2329,126.198,-32.7449,148.541,93.5515,-112.863,244.834,203.124
5048,0,11.2927,-118.965,256.038,77.3788,25.3423,126.207,-32.7225,148.716,93.5543,-112.994,245.044,203.127
5049,0,11.2883,-118.868,255.975,77.3452,25.4249,126.177,-32.7451,148.868,93.5458,-113.052,245.168,203.138
5050,0,11.2384,-118.778,255.892,77.3311,25.5102,126.177,-32.8558,149.201,93.3626,-113.109,245.354,203.119
5051,0,11.2364,-118.764,255.882,77.3102,25.5884,126.17,-32.8421,149.369,93.3381,-113.172,245.439,203.153
5052,0,11.2324,-118.726,255.805,77.2584,25.6767,126.176,-32.8175,149.504,93.3549,-113.189,245.594,203.143
5053,0,11.2636,-118.659,255.77,77.2483,25.7711,126.185,-32.8395,149.643,93.3294,-113.207,245.711,203.158
5054,0,11.2284,-118.664,255.759,77.2416,25.8553,126.159,-32.8244,149.825,93.3387,-113.171,245.898,203.132
5055,0,11.2016,-118.676,255.726,77.2371,25.9487,126.176,-32.8737,149.91,93.3535,-113.187,246.084,203.092
5056,0,11.2688,-118.621,255.705,77.2066,25.998,126.163,-32.8797,149.997,93.3377,-113.217,246.235,203.075
5057,0,11.2656,-118.587,255.67,77.2011,26.0543,126.162,-32.9241,150.056,93.3195,-113.287,246.302,203.096
5058,0,11.2765,-118.528,255.612,77.2212,26.0965,126.127,-32.9598,150.119,93.2943,-113.28,246.332,203.103
5059,0,11.3077,-118.464,255.597,77.2428,26.1196,126.109,-32.9401,150.166,93.2796,-113.261,246.29,203.141
5060,0,11.3425,-118.465,255.578,77.2882,26.1818,126.08,-32.9437,150.244,93.2617,-113.246,246.278,203.165
5061,0,11.3508,-118.42,255.585,77.2821,26.2031,126.076,-32.9661,150.303,93.2287,-113.218,246.207,203.194
5062,0,11.3434,-118.399,255.596,77.28,26.231,126.071,-32.9714,150.396,93.202,-113.143,246.202,203.223
5063,0,11.3859,-118.4,255.579,77.2568,26.2908,126.064,-32.9909,150.514,93.1904,-113.046,246.494,203.143
5064,0,11.3936,-118.381,255.549,77.2593,26.3072,126.088,-33.0088,150.594,93.1635,-113.031,246.656,203.178
5065,0,11.3856,-118.364,255.507,77.238,26.4023,126.063,-33.0076,150.691,93.1438,-113.085,246.873,203.188
5066,0,11.3937,-118.328,255.494,77.1844,26.4361,126.071,-33.0105,150.862,93.1621,-113.004,247.156,203.203
5067,0,11.4225,-118.32,255.478,77.1283,26.5037,126.052,-33.0876,150.983,93.1212,-112.956,247.213,203.261
5068,0,11.4047,-118.306,255.445,77.0447,26.5694,126.049,-33.1189,151.173,93.1148,-112.904,247.498,203.219
5069,0,11.4067,-118.284,255.389,76.994,26.6785,126.023,-33.1798,151.319,93.098,-112.817,247.601,203.258
5070,0,11.4354,-118.264,255.375,76.9214,26.7751,126.042,-33.1558,151.507,93.1139,-112.816,247.834,203.297
5071,0,11.4109,-118.252,255.34,76.8792,26.875,126.054,-33.2009,151.703,93.1286,-112.772,248.056,203.326
5072,0,11.3876,-118.272,255.359,76.7855,26.9529,126.064,-33.1593,151.938,93.1539,-112.712,248.406,203.283
5073,0,11.365,-118.198,255.325,76.6911,27.0451,126.063,-33.1028,152.151,93.154,-112.598,248.682,203.259
5074,0,11.3933,-118.204,255.322,76.5764,27.1471,126.084,-32.9529,152.111,93.4902,-112.457,249.037,203.202
5075,0,11.3997,-118.169,255.307,76.5121,27.236,126.095,-33.0176,152.529,93.2812,-112.438,249.361,203.188
5076,0,11.3578,-118.181,255.301,76.4031,27.3293,126.116,-33.0031,152.771,93.3426,-112.374,249.846,203.116
5077,0,11.3638,-118.185,255.257,76.3354,27.4067,126.1,-33.0065,152.948,93.3636,-112.372,250.248,203.042
5078,0,11.3358,-118.142,255.233,76.287,27.4706,126.118,-32.9951,153.07,93.3597,-112.415,250.506,203.024
5079,0,11.3285,-118.142,255.243,76.2056,27.5124,126.124,-32.9978,153.219,93.345,-112.403,250.726,202.97
5080,0,11.3409,-118.098,255.201,76.1241,27.5867,126.13,-33.0247,153.409,93.3613,-112.345,251.028,202.926
5081,0,11.3402,-118.108,255.219,76.0174,27.6261,126.128,-33.0488,153.496,93.3251,-112.37,251.052,202.945
5082,0,11.3465,-118.086,255.185,75.9599,27.6881,126.148,-33.056,153.609,93.3484,-112.355,251.166,202.995
5083,0,11.3421,-118.116,255.191,75.9081,27.7314,126.168,-33.0426,153.761,93.3462,-112.307,251.193,203.03
5084,0,11.3121,-118.103,255.172,75.7877,27.7767,126.166,-33.1039,153.851,93.3139,-112.207,251.238,203.104
5085,0,11.356,-118.123,255.146,75.7111,27.8241,126.163,-33.1774,153.989,93.2856,-112.089,251.41,203.067
5086,0,11.2896,-118.139,255.152,75.7362,27.8901,126.186,-33.2103,154.077,93.2451,-112.058,251.56,203.042
5087,0,11.2895,-118.111,255.141,75.646,27.9403,126.178,-33.1756,154.232,93.2187,-112.048,251.762,203.05
5088,0,11.3117,-118.113,255.099,75.5927,27.9816,126.198,-33.187,154.306,93.1983,-112.013,251.955,203.062
5089,0,11.331,-118.129,255.16,75.5798,28.0296,126.193,-33.229,154.417,93.2176,-112.06,252.146,203.068
5090,0,11.2994,-118.12,255.137,75.5217,28.0644,126.223,-33.2373,154.526,93.2164,-111.988,252.291,203.059
5091,0,11.3188,-118.126,255.113,75.4847,28.1115,126.245,-33.3166,154.613,93.1929,-112.049,252.342,203.136
5092,0,11.3365,-118.117,255.112,75.3852,28.1501,126.267,-33.3046,154.781,93.2001,-111.961,252.579,203.127
5093,0,11.3003,-118.137,255.079,75.2991,28.2138,126.3,-33.3304,154.892,93.2075,-111.944,252.682,203.165
5094,0,11.3502,-118.133,255.082,75.2714,28.2511,126.284,-33.3317,155.108,93.2255,-111.914,252.978,203.173
5095,0,11.2845,-118.09,255.026,75.1776,28.305,126.268,-33.3254,155.205,93.2381,-111.939,253.171,203.233
5096,0,11.2624,-118.071,254.983,75.1114,28.3526,126.237,-33.3597,155.363,93.2419,-111.887,253.544,203.217
5097,0,11.2801,-118.075,254.959,75.0713,28.4125,126.233,-33.3537,155.463,93.236,-111.844,253.619,203.253
5098,0,11.3088,-118.047,254.959,75.0105,28.4703,126.235,-33.3615,155.67,93.2545,-111.785,253.954,203.194
5099,0,11.282,-118.067,254.918,74.9089,28.5672,126.244,-33.4202,155.814,93.2573,-111.791,254.025,203.233
5100,0,11.2737,-118.043,254.863,74.9119,28.6535,126.248,-33.3938,155.972,93.2693,-111.849,254.317,203.184
5101,0,11.2725,-118.02,254.816,74.8669,28.7363,126.243,-33.4147,156.079,93.2729,-111.95,254.481,203.193
5102,0,11.2734,-117.985,254.804,74.8277,28.8079,126.222,-33.4362,156.186,93.3082,-111.998,254.642,203.207
5103,0,11.2713,-117.966,254.79,74.7936,28.8573,126.198,-33.4879,156.306,93.2934,-112.021,254.763,203.187
5104,0,11.2502,-117.926,254.748,74.7756,28.9,126.192,-33.4988,156.444,93.3408,-112.06,254.871,203.194
5105,0,11.2301,-117.88,254.723,74.7294,28.9608,126.185,-33.4791,156.561,93.3495,-112.007,254.993,203.166
5106,0,11.2997,-117.855,254.726,74.7373,29.012,126.154,-33.5286,156.612,93.3239,-112.019,254.984,203.23
5107,0,11.2782,-117.835,254.707,74.6871,29.0569,126.196,-33.5031,156.748,93.3742,-111.965,255.145,203.22
5108,0,11.2618,-117.807,254.67,74.6652,29.1056,126.168,-33.5614,156.906,93.3347,-111.885,255.149,203.238
5109,0,11.3095,-117.823,254.682,74.6312,29.182,126.184,-33.5593,156.999,93.3376,-111.931,255.218,203.293
5110,0,11.2813,-117.801,254.684,74.59,29.2386,126.166,-33.5649,157.132,93.3875,-111.92,255.422,203.266
5111,0,11.294,-117.746,254.648,74.5596,29.2967,126.183,-33.6085,157.166,93.3514,-112.05,255.471,203.313
5112,0,11.2455,-117.739,254.596,74.499,29.3397,126.181,-33.6336,157.264,93.3516,-112.073,255.661,203.317
5113,0,11.2477,-117.74,254.578,74.4702,29.3833,126.178,-33.6657,157.35,93.3761,-112.003,255.754,203.322
5114,0,11.2068,-117.73,254.568,74.4328,29.4431,126.158,-33.7338,157.378,93.3363,-111.992,255.77,203.378
5115,0,11.2246,-117.707,254.54,74.4186,29.5318,126.191,-33.759,157.491,93.3549,-111.934,255.88,203.417
5116,0,11.2071,-117.727,254.535,74.3436,29.6144,126.224,-33.7585,157.551,93.3253,-111.812,255.857,203.474
5117,0,11.2061,-117.697,254.486,74.2979,29.728,126.243,-33.7798,157.646,93.3409,-111.719,256.113,203.394
5118,0,11.199,-117.708,254.473,74.2884,29.8007,126.282,-33.8018,157.671,93.3781,-111.739,256.158,203.419
5119,0,11.2347,-117.673,254.458,74.3325,29.8789,126.3,-33.8559,157.663,93.4048,-111.824,256.229,203.44
5120,0,11.2203,-117.656,254.416,74.3324,29.9067,126.329,-33.8737,157.648,93.3941,-111.918,256.231,203.466
5121,0,11.2368,-117.592,254.4,74.3996,29.9187,126.326,-33.8626,157.644,93.3539,-112.009,256.064,203.55
5122,0,11.2537,-117.644,254.394,74.4525,29.9004,126.348,-33.8978,157.61,93.3541,-111.988,255.889,203.608
5123,0,11.3118,-117.618,254.39,74.4423,29.9131,126.308,-33.9108,157.594,93.3563,-111.898,255.719,203.659
5124,0,11.3669,-117.621,254.406,74.4454,29.9418,126.288,-33.9121,157.605,93.3585,-111.786,255.605,203.697
5125,0,11.371,-117.624,254.378,74.4427,29.9574,126.297,-33.9194,157.596,93.3704,-111.736,255.588,203.737
5126,0,11.4327,-117.641,254.407,74.4322,29.9334,126.293,-33.9338,157.578,93.3727,-111.713,255.592,203.741
5127,0,11.4169,-117.657,254.413,74.4151,29.9249,126.32,-33.958,157.574,93.3566,-111.658,255.653,203.752
5128,0,11.4678,-117.677,254.419,74.3827,29.9178,126.329,-33.961,157.583,93.3738,-111.583,255.743,203.759
5129,0,11.4741,-117.672,254.417,74.3627,29.9338,126.344,-33.9833,157.58,93.3379,-111.584,255.73,203.816
5130,0,11.4859,-117.685,254.419,74.3321,29.9685,126.361,-34.0174,157.641,93.364,-111.476,255.832,203.823
5131,0,11.4464,-117.705,254.395,74.2844,30.0232,126.353,-33.9949,157.708,93.3822,-111.324,255.895,203.85
5132,0,11.4632,-117.688,254.396,74.2928,30.1013,126.358,-34.0026,157.762,93.3861,-111.261,255.943,203.875
5133,0,11.5126,-117.686,254.392,74.264,30.1134,126.41,-34.1068,157.801,93.372,-111.254,256.06,203.891
5134,0,11.5152,-117.637,254.379,74.2273,30.2054,126.391,-34.0874,157.919,93.3927,-111.204,256.127,203.972
5135,0,11.5478,-117.67,254.416,74.1708,30.3067,126.398,-34.175,157.989,93.3579,-111.16,256.181,204.024
5136,0,11.534,-117.62,254.373,74.1068,30.4182,126.37,-34.195,158.101,93.3797,-111.057,256.389,204.015
5137,0,11.5282,-117.596,254.358,74.0261,30.5314,126.362,-34.209,158.326,93.3429,-110.988,256.538,204.025
5138,0,11.5237,-117.635,254.368,73.9974,30.6233,126.375,-34.2303,158.493,93.378,-110.973,256.821,203.992
5139,0,11.4942,-117.57,254.319,73.9405,30.7293,126.374,-34.2407,158.669,93.3408,-111.011,256.976,204.043
5140,0,11.4431,-117.561,254.273,73.8247,30.7456,126.406,-34.2587,158.834,93.3623,-110.838,257.603,204.088
5141,0,11.4836,-117.549,254.285,73.7461,30.8139,126.412,-34.3141,158.97,93.3328,-111.017,257.56,204.075
5142,0,11.4182,-117.476,254.222,73.6592,30.9268,126.417,-34.3624,159.141,93.3619,-111.034,257.738,204.094
